name;price;expiration
Coffee Swiss Choc Almond #(6304490701987482);$144.57;1/2/2023
Sparkling Wine - Rose, Freixenet #(3547253567523245);$198.83;2/17/2023
Schnappes - Peach, Walkers #(3566220262433372);$153.36;12/2/2022
Oil - Cooking Spray #(3589852879397559);$47.54;3/11/2023
Limes #(5100173317381062);$68.66;12/14/2022
Cake - Mini Cheesecake #(3572064109876803);$59.02;12/6/2022
Table Cloth 72x144 White #('');$181.82;11/28/2022
Soup - French Onion, Dry #(30180679004469);$98.98;1/10/2023
Bread Cranberry Foccacia #();$196.39;12/22/2022
Truffle Shells - Semi - Sweet #(6761024330322165501);$63.18;3/17/2023
Bar Special K #(3537387385793531);$11.92;12/13/2022
Bagel - Whole White Sesame #(5602220160749771);$133.96;2/12/2023
Mackerel Whole Fresh #(50384579792099602);$33.93;2/2/2023
Chip - Potato Dill Pickle #(3575416291102553);$191.97;3/11/2023
Juice - Orange, Concentrate #(5536210755078042);$194.08;12/10/2022
Vermouth - White, Cinzano #(3589215528985242);$138.56;12/28/2022
Muffin Mix - Morning Glory #(4041591821533);$160.90;12/25/2022
Mahi Mahi #(5602239930221887);$85.03;12/25/2022
Plaintain #(349981865990544);$73.56;2/26/2023
Beef - Striploin Aa #(5356120202190091);;2/14/2023
Pasta - Bauletti, Chicken White #(3530203798552686);$43.74;3/16/2023
Beans - Navy, Dry #(50383480212369694);$194.53;1/21/2023
Tea - Earl Grey #();$130.74;2/27/2023
Glass Clear 7 Oz Xl #(30391225216651);$150.39;12/22/2022
Chick Peas - Canned #(201777979119005);$178.13;1/13/2023
Pasta - Cannelloni, Sheets, Fresh #(3584831373143763);$161.76;3/1/2023
Chocolate Eclairs #(3553648577537286);$84.19;12/22/2022
Mace Ground #(201708446197571);$10.53;3/11/2023
Sausage - Andouille #();$33.61;12/16/2022
Wine - White, Colubia Cresh #(3572270474512358);$126.90;11/23/2022
Beef - Tenderloin #(3586699137036724);$84.02;2/25/2023
Cheese - St. Andre #(3533484377830142);$141.98;2/19/2023
Cauliflower #();$163.26;2/26/2023
Sugar - Crumb #(4917777246635202);$117.92;1/24/2023
Cucumber - English #(¸˛Ç◊ı˜Â¯˘¿);$67.00;2/15/2023
Bread Foccacia Whole #(5602221518773240);$6.74;2/22/2023
Wine - Hardys Bankside Shiraz #(3566315255886659);$119.14;2/3/2023
Dome Lid Clear P92008h #(5602227834991978);$159.82;12/13/2022
Beer - Sleemans Honey Brown #(5100133480844049);$48.08;2/4/2023
Peas - Frozen #(6759229150157225);$20.74;1/18/2023
Lettuce - Radicchio #(1E+02);$189.36;3/9/2023
Pomello #(3572363264085931);$86.46;3/15/2023
Bread - Malt #(1E+02);$0.45;2/15/2023
Salmon - Atlantic, No Skin #(😍);$130.87;2/8/2023
Wine - Red, Cooking #(3541550683005536);$11.37;11/29/2022
Cinnamon Buns Sticky #();$16.77;3/16/2023
Shrimp - 16/20, Peeled Deviened #(3565504291643239);$12.09;2/27/2023
Truffle Shells - Semi - Sweet #(4041370696965);$56.07;2/14/2023
Ranchero - Primerba, Paste #(0604563520357541932);$72.75;1/6/2023
Cheese - Parmesan Cubes #(3563993473979069);$135.95;12/29/2022
Red Snapper - Fresh, Whole #(3563935885136861);;1/24/2023
Fudge - Cream Fudge #(ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.);$82.24;1/21/2023
Filter - Coffee #(5610621948747962967);$184.94;2/26/2023
Pur Source #(4905136023971096);$116.33;2/12/2023
Cherries - Fresh #(4185111441338);$27.80;1/2/2023
Salt - Celery #(3531633985167329);$74.06;2/25/2023
Sultanas #(3543647317175442);$192.92;3/2/2023
Bar - Sweet And Salty Chocolate #(4175009874084025);$13.54;1/14/2023
Cheese - St. Andre #(3533484377830142);$141.98;2/19/2023
Extract - Rum #(3530505537751225);$5.07;1/8/2023
Cornstarch #(3536060412436629);$50.77;1/9/2023
Carbonated Water - Strawberry #(3586930559715432);$145.85;12/24/2022
Fudge - Cream Fudge #(ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.);$82.24;1/21/2023
Water - Evian 355 Ml #(201777459636650);$34.93;2/15/2023
Beer - Creemore #(6385109398639287);$45.95;12/17/2022
Bulgar #(5493319389767895);$98.83;12/29/2022
Mushroom - Chanterelle Frozen #(30546201394372);$127.06;12/31/2022
Rum - Dark, Bacardi, Black #(3535457323208702);$34.71;2/25/2023
Appetizer - Sausage Rolls #(3541956167859944);$117.00;2/13/2023
Vol Au Vents #(4903747544475571291);$94.31;3/2/2023
External Supplier #(3537361416368944);$70.08;1/9/2023
Snapple Raspberry Tea #(,。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’);$3.91;2/4/2023
Sugar Thermometer #(201536221857899);$13.44;1/4/2023
Pork - Chop, Frenched #(5602234562262426831);$160.75;1/20/2023
Wine - Maipo Valle Cabernet #(5018973219982375);$180.98;1/24/2023
Muffin Mix - Corn Harvest #(3538257064491401);$153.95;2/21/2023
Pork - Loin, Bone - In #(3582499538837646);$179.04;2/24/2023
Beans - Green #(676100468794286372);$76.44;3/1/2023
Chinese Foods - Pepper Beef #(4844714039625635);$165.92;3/14/2023
Nescafe - Frothy French Vanilla #(3568219822268250);$70.50;11/23/2022
Canada Dry #(5602237232578236);$80.86;11/23/2022
Mushroom - Enoki, Fresh #(3574944004111547);$196.94;3/4/2023
Baking Soda #(3569335189487926);$139.60;1/19/2023
Sprite, Diet - 355ml #(4903719830503257845);$189.12;12/6/2022
Beer - Sleeman Fine Porter #();$95.00;2/21/2023
Beer - Upper Canada Light #(3569050827437437);$25.59;12/22/2022
Pears - Anjou #(3538430854333964);$153.52;12/10/2022
Lid Coffeecup 12oz D9542b #(˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥);$35.26;1/6/2023
Soup - Campbells, Creamy #(4876021475438);$139.50;12/16/2022
Cucumber - English #(¸˛Ç◊ı˜Â¯˘¿);$67.00;2/15/2023
Soup - Campbells #(3538290507157305);$40.14;12/23/2022
;$60.77;2/20/2023
Trout - Rainbow, Frozen #(67610692805765893);$94.67;3/1/2023
Flour - Bran, Red #(3535846325880866);$68.00;1/24/2023
Artichoke - Fresh #(3559656741018731);$165.45;12/16/2022
Pork - Chop, Frenched #(3572875548798278);$97.42;1/25/2023
Grenadine #(5010122259033651);$166.81;2/28/2023
Roe - Lump Fish, Black #(3577037166015965);$28.56;11/28/2022
Urban Zen Drinks #(374283753970748);$180.24;2/20/2023
;$32.11;12/29/2022
Spice - Greek 1 Step #(3562208122780656);$120.17;12/3/2022
Rice - Jasmine Sented #(test⁠test‫);$58.75;3/1/2023
;$135.11;2/13/2023
Sherbet - Raspberry #(4041598206002863);;11/23/2022
Crab - Back Fin Meat, Canned #(337941201512372);$169.26;12/13/2022
Salmon - Smoked, Sliced #(5020792694463935242);$5.89;1/6/2023
Grenadine #(5010122259033651);$166.81;2/28/2023
Zucchini - Mini, Green #(3573924780116234);$97.60;1/8/2023
Ice Cream Bar - Drumstick #(3579025690003464);$191.52;
Wine - Tribal Sauvignon #(56022183741035190);$70.78;2/10/2023
Cheese - Grana Padano #(3566971102136738);$163.88;1/14/2023
Coffee Swiss Choc Almond #(4017955792220442);$63.42;2/5/2023
Red Snapper - Fresh, Whole #(3563935885136861);;1/24/2023
Pork - Ham Hocks - Smoked #(3558058312832536);$18.45;1/26/2023
Mushrooms - Honey #(3546324664449187);$41.69;2/19/2023
Containter - 3oz Microwave Rect. #();$164.91;2/1/2023
Chocolate - White #(3568887545024034);$32.56;3/17/2023
Nantucket - 518ml #(3533128490108148);$144.71;2/5/2023
Lettuce - Belgian Endive #(5540217307876033);$42.32;3/1/2023
Puree - Mocha #(3574666213456393);$63.85;1/22/2023
Beef - Striploin Aa #(5356120202190091);;2/14/2023
"Icecream - Dstk Strw Chseck #( test )";$136.36;2/17/2023
Wine - Merlot Vina Carmen #();$55.09;3/9/2023
Garlic - Elephant #(374622169846705);$4.54;2/22/2023
Daikon Radish #(✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿);$143.78;2/10/2023
French Pastry - Mini Chocolate #(201939685816858);$154.27;2/7/2023
Wine - Manischewitz Concord #(3558503286766459);$118.10;
Ice Cream Bar - Drumstick #(3579025690003464);$191.52;
Butter - Salted, Micro #(3563527483151036);$193.58;2/21/2023
Zucchini - Mini, Green #(5010120257342959);$61.77;11/27/2022
Pepper - Roasted Red #(5100179492222872);$28.58;2/9/2023
Sauce - Black Current, Dry Mix #(337941420985565);$130.89;12/16/2022
Sprouts - Bean #(3542734829996027);$156.99;1/22/2023
Flavouring - Raspberry #(3565480373360564);$14.02;12/31/2022
Pork - Bacon, Sliced #(3588068246931852);$110.34;12/13/2022
Creme De Menth - White #(3536985109699693);$58.09;12/2/2022
;$58.90;12/31/2022
Snapple Raspberry Tea #(,。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’);$3.91;2/4/2023
Vodka - Hot, Lnferno #(3532397223871725);$141.85;2/5/2023
Squash - Sunburst #(5589534588642773);$76.90;2/16/2023
Truffle - Whole Black Peeled #(3582745272933748);$82.06;2/19/2023
Pastrami #(374288580205739);$32.03;1/13/2023
Pork - Chop, Frenched #(3567149820773848);$86.71;3/10/2023
Towel Dispenser #(4844693279656163);$95.72;1/8/2023
Cheese - Mozzarella, Buffalo #(3528053967341229);$4.56;3/12/2023
;;1/16/2023
Watercress #(⁦test⁧);$181.35;3/5/2023
Mangoes #(4026201296389311);$66.42;1/18/2023
Aspic - Light #(4405135502496737);$29.60;1/18/2023
Schnappes - Peach, Walkers #(3547937876741460);$164.41;12/23/2022
Garlic Powder #(3566318418568982);$162.63;12/18/2022
Jolt Cola - Red Eye #(5038874775927224);$146.64;2/5/2023
Coffee Guatemala Dark #(36582138341339);;2/20/2023
Cookies Almond Hazelnut #(3576190276955710);$156.33;2/19/2023
Shiro Miso #(3576086047975674);$56.51;2/5/2023
Pasta - Cheese / Spinach Bauletti #(3587234781985452);;1/4/2023
Cumin - Ground #(56022532867777631);$125.00;2/23/2023
Lobster - Live #(3550143957335793);$125.57;12/29/2022
Wine - Red, Antinori Santa #(‪‪test‪);$197.20;1/14/2023
Veal - Tenderloin, Untrimmed #();$113.52;3/1/2023
Beef - Shank #(4917638044880699);;1/21/2023
Sauce - Hp #(␣);$112.17;2/8/2023
Pear - Packum #();$33.83;2/8/2023
Edible Flower - Mixed #(372301515504019);$27.68;2/19/2023
Tilapia - Fillets #(3553896241373857);$113.59;2/19/2023
Pasta - Gnocchi, Potato #(4903537548912592);$2.51;1/26/2023
Wine - Stoneliegh Sauvignon #(｀ｨ(´∀｀∩);$129.36;12/2/2022
Appetizer - Shrimp Puff #(6331102693858844949);$71.95;3/10/2023
Vodka - Hot, Lnferno #(3532397223871725);$141.85;2/5/2023
Ezy Change Mophandle #(3536628082193686);$55.59;12/1/2022
Nantucket Apple Juice #(3582916495953843);$2.56;12/10/2022
Cucumber - English #(¸˛Ç◊ı˜Â¯˘¿);$67.00;2/15/2023
Ecolab - Balanced Fusion #(6767979146900844222);$46.14;1/13/2023
Chervil - Fresh #(5007663911444880);$96.25;3/14/2023
Vol Au Vents #(6399179547003374);$189.96;1/14/2023
Tequila Rose Cream Liquor #(3569676520923172);$191.52;2/7/2023
Venison - Ground #(5610875542054651);$4.91;3/5/2023
Pasta - Rotini, Dry #(3531252031420267);$151.80;3/7/2023
Dc - Sakura Fu #(58930769291834649);$68.78;2/7/2023
Soup - Campbells - Chicken Noodle #(30085866711893);$176.28;11/29/2022
Pasta - Gnocchi, Potato #(4903537548912592);$2.51;1/26/2023
Turkey - Oven Roast Breast #(337941083012079);$113.61;1/29/2023
Pear - Packum #();$33.83;2/8/2023
Sugar - Crumb #(4917777246635202);$117.92;1/24/2023
Wine - Niagara,vqa Reisling #(676741096944462380);$155.42;11/30/2022
Crab - Blue, Frozen #(・(￣∀￣)・:*:);$56.02;12/12/2022
Mace Ground #(201708446197571);$10.53;3/11/2023
;$79.30;2/7/2023
Oven Mitt - 13 Inch #(3544630388041403);$173.26;12/19/2022
Pectin #(6304524816626492);$48.59;2/26/2023
Macaroons - Two Bite Choc #(372301310417755);$71.16;2/13/2023
Wine - Hardys Bankside Shiraz #(3566315255886659);$119.14;2/3/2023
Tea Peppermint #(3543095838894770);$173.01;2/16/2023
Wine - Fat Bastard Merlot #(3535462145207288);$154.14;1/13/2023
Wine - Red, Antinori Santa #(‪‪test‪);$197.20;1/14/2023
Bamboo Shoots - Sliced #(201739664121100);$78.63;1/10/2023
Soup - Knorr, Country Bean #(6396302696912053);$194.60;3/9/2023
;$1.09;11/30/2022
Sprouts - Baby Pea Tendrils #(374288290281350);$75.02;3/2/2023
Wine - Winzer Krems Gruner #(3588845863388312);$112.73;1/25/2023
Capers - Pickled #(3581837436898874);$173.83;12/16/2022
Nut - Pistachio, Shelled #(5020745804509227);$51.62;1/14/2023
Pernod #(5602253498344064);$28.48;12/23/2022
Muffin Chocolate Individual Wrap #(3551850836911037);;2/12/2023
Asparagus - White, Canned #(4905464952861124);$135.26;1/21/2023
Vermouth - Sweet, Cinzano #(3583844134651991);$149.61;2/12/2023
Muffin Mix - Lemon Cranberry #(3552766904964089);$126.92;1/27/2023
Pepper - Cayenne #(67095269353817063);$126.33;12/6/2022
Shichimi Togarashi Peppeers #(561034454490064623);$191.83;2/27/2023
Glaze - Apricot #(56022255155929413);$169.49;2/8/2023
Juice - Lemon #(3554716812250368);$51.02;2/25/2023
Paper - Brown Paper Mini Cups #(36740427954697);$84.11;1/12/2023
Emulsifier #(490320260608872814);$126.09;1/28/2023
Buttons #(30380871009973);$131.31;2/18/2023
Milk - Buttermilk #(5100149103306075);$65.25;3/3/2023
Sausage - Andouille #();$33.61;12/16/2022
Cheese - Roquefort Pappillon #(3582513731406114);$53.59;2/22/2023
Puree - Strawberry #();$83.41;
Cardamon Seed / Pod #(6759000290056952205);$78.44;1/23/2023
Wine - Red, Colio Cabernet #(6706495199852902);$193.89;2/4/2023
Sparkling Wine - Rose, Freixenet #(3547253567523245);$198.83;2/17/2023
Towel Dispenser #(4844693279656163);$95.72;1/8/2023
Wine - White, Pelee Island #(3580106802367901);$24.88;11/29/2022
Pate - Liver #(3548689677891155);$34.13;12/30/2022
Wine - Barossa Valley Estate #(4913221978998243);$52.87;3/14/2023
Canadian Emmenthal #();$170.66;
Cheese - Parmigiano Reggiano #(201967283912092);$140.00;12/25/2022
Urban Zen Drinks #(3559829317990621);$17.28;12/8/2022
Beans - Navy, Dry #(50383480212369694);$194.53;1/21/2023
Flax Seed #(œ∑´®†¥¨ˆøπ“‘);$122.69;3/16/2023
Seedlings - Clamshell #(3537749437096140);$175.50;2/12/2023
Catfish - Fillets #(3540190251484598);$22.06;1/28/2023
Pork - Loin, Bone - In #(374283595607714);$102.45;2/25/2023
Hog / Sausage Casing - Pork #(5602237339314154);$162.85;12/3/2022
Juice - Lime #();$140.74;1/14/2023
Wine - Red, Antinori Santa #(‪‪test‪);$197.20;1/14/2023
;$32.11;12/29/2022
Soup - Campbells Chili #(3556455430302578);$187.65;1/6/2023
Olives - Nicoise #(4913741195825630);$195.45;2/22/2023
Edible Flower - Mixed #(372301515504019);$27.68;2/19/2023
Wine - Red, Metus Rose #();$83.99;
Table Cloth 54x72 Colour #(6304928065296628);$170.69;12/18/2022
Wine - Niagara,vqa Reisling #(676741096944462380);$155.42;11/30/2022
Pork - Loin, Bone - In #(3533825913790689);;1/28/2023
Wine - Merlot Vina Carmen #();$55.09;3/9/2023
Turnip - Mini #(3587997518229127);$114.82;11/27/2022
Chip - Potato Dill Pickle #(3575416291102553);$191.97;3/11/2023
Macaroons - Homestyle Two Bit #(4905143158288312);$129.79;1/4/2023
Lettuce - Radicchio #(1E+02);$189.36;3/9/2023
Pectin #();$161.30;1/1/2023
Snapple Raspberry Tea #(,。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’);$3.91;2/4/2023
Cinnamon Rolls #(3560454478974780);$174.64;
Nut - Cashews, Whole, Raw #(4844186744782805);$96.84;2/25/2023
Kale - Red #(3578030582732015);;1/28/2023
Longan #(5007666304461239);$112.34;2/27/2023
Steampan Lid #(5602240065812219);$80.47;11/28/2022
Soup - Cream Of Potato / Leek #(<img src=x onerror=alert('hi') />);$70.85;1/3/2023
Food Colouring - Red #(4017951930500571);$30.94;1/28/2023
Juice - Lime #();$140.74;1/14/2023
Plate Pie Foil #(1);$62.39;12/5/2022
Chips Potato Salt Vinegar 43g #(490515680500796727);$77.39;12/10/2022
Red Snapper - Fresh, Whole #(3563935885136861);;1/24/2023
Bread - Bistro Sour #(5038438286045858);$131.10;12/4/2022
Basil - Seedlings Cookstown #(3560278976558955);$2.64;2/7/2023
Soup - Campbells, Creamy #(4876021475438);$139.50;12/16/2022
Cake - Box Window 10x10x2.5 #( );$116.44;2/7/2023
Wine - Red, Wolf Blass, Yellow #(30328398828771);$61.82;3/4/2023
Sauce - Bernaise, Mix #(201737199660592);$49.99;3/15/2023
Olives - Green, Pitted #(,。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’);$101.36;11/27/2022
Soup - Cream Of Potato / Leek #(<img src=x onerror=alert('hi') />);$70.85;1/3/2023
Onions - Vidalia #(3548947491593500);$106.39;2/22/2023
Soup Campbells Split Pea And Ham #(5112343828668085);;11/27/2022
Sobe - Orange Carrot #(6394904016519013);$83.90;12/12/2022
Salt - Sea #(3542419646126186);$22.25;3/13/2023
Wine - Barbera Alba Doc 2001 #(337941315010438);$150.02;12/26/2022
Sea Bass - Whole #(3532029449758465);$94.36;1/23/2023
Butter - Salted, Micro #(3563527483151036);$193.58;2/21/2023
;$32.11;12/29/2022
Mushroom - Chanterelle Frozen #(5100177849302355);$80.97;2/6/2023
Flower - Daisies #(348448111842755);$136.55;2/24/2023
Mussels - Frozen #(5038095712434062);$77.77;1/15/2023
Nut - Almond, Blanched, Ground #(3575484140430278);$5.24;12/22/2022
Vol Au Vents #(4903747544475571291);$94.31;3/2/2023
Tuna - Bluefin #(`⁄€‹›ﬁﬂ‡°·‚—±);$22.69;3/2/2023
Bouq All Italian - Primerba #(１２３);$195.88;1/25/2023
Chocolate - White #(3568887545024034);$32.56;3/17/2023
Crackers - Soda / Saltins #(6370816053838619);$129.18;12/11/2022
Ginger - Fresh #(4017957422702690);$71.68;12/10/2022
Eggplant Oriental #(5641822231487373);$100.61;12/17/2022
Chick Peas - Dried #(3575738114863784);$138.23;12/5/2022
;$80.59;1/27/2023
Appetizer - Lobster Phyllo Roll #(3550502061557339);$164.12;1/6/2023
Coffee Swiss Choc Almond #(3545268367876454);$125.66;1/27/2023
Wine - Saint - Bris 2002, Sauv #(١٢٣);;1/12/2023
Mangoes #();$124.43;2/9/2023
Lamb - Shanks #();$26.88;12/1/2022
Mace Ground #(201708446197571);$10.53;3/11/2023
Plate Pie Foil #(564182326532297755);$37.47;2/5/2023
Sugar - Crumb #(4917777246635202);$117.92;1/24/2023
Sauce - Mint #(5466978725072196);$187.46;3/12/2023
Bread - Olive #(30384890413562);$148.09;1/12/2023
Lobster - Live #(3550143957335793);$125.57;12/29/2022
Canadian Emmenthal #();$170.66;
Mudslide #(5018186154991232);$140.53;1/7/2023
Hummus - Spread #(337941625824171);$163.79;3/11/2023
Appetizer - Sausage Rolls #(3541956167859944);$117.00;2/13/2023
Bagel - Everything Presliced #(374622577054165);$57.09;12/23/2022
Chip - Potato Dill Pickle #(3575416291102553);$191.97;3/11/2023
Grand Marnier #(6382774967471322);$104.07;3/14/2023
Pepper - Sorrano #(3558326212773781);$16.68;1/8/2023
Shrimp - Baby, Cold Water #(₀₁₂);$149.64;11/23/2022
Beef - Striploin Aa #(3537834170480543);$164.36;12/24/2022
Cheese - Brie Roitelet #(3538758516492517);$19.77;1/6/2023
Straws - Cocktale #(3560612159914785);$122.16;12/13/2022
Icecream Bar - Del Monte #();$191.72;3/2/2023
Chips Potato Reg 43g #(30388467519156);$95.31;1/28/2023
Bread - Pain Au Liat X12 #(3568470640872761);$145.41;12/19/2022
Wild Boar - Tenderloin #(-1E02);$106.66;1/17/2023
Durian Fruit #(5341669375112835);$35.78;3/7/2023
Octopus - Baby, Cleaned #(3574530849279548);$185.42;12/12/2022
Food Colouring - Red #(4017951930500571);$30.94;1/28/2023
Wine - White, Colubia Cresh #(3572270474512358);$126.90;11/23/2022
Glaze - Apricot #(490335807314021863);$63.02;3/5/2023
Wine - Saint - Bris 2002, Sauv #(١٢٣);;1/12/2023
Wine - Red, Gamay Noir #(58932979151027741);$145.37;2/26/2023
Wine - Cava Aria Estate Brut #(3562401851409361);$57.07;1/9/2023
Basil - Seedlings Cookstown #(3560278976558955);$2.64;2/7/2023
Bread - Italian Sesame Poly #(3549206151454522);$178.11;2/10/2023
Beans - Turtle, Black, Dry #(36856494026696);$13.36;1/28/2023
English Muffin #();$76.49;12/17/2022
Mix - Cocktail Strawberry Daiquiri #(201527519858921);$176.11;12/14/2022
Liners - Banana, Paper #(3574091552943267);$77.47;3/7/2023
Juice - Pineapple, 48 Oz #(30261657123164);$90.83;1/16/2023
Mushroom - King Eryingii #(3569065215368010);$156.05;12/29/2022
Chicken - Base #();$184.98;
Eel - Smoked #(₀₁₂);;2/1/2023
Absolut Citron #(3589609129648250);$12.89;
Carbonated Water - Strawberry #(3586930559715432);$145.85;12/24/2022
Mangoes #();$124.43;2/9/2023
Sausage - Blood Pudding #(201647299476155);$159.18;12/25/2022
Cheese - Mix #(5578710818677317);$166.69;1/27/2023
Tomato Puree #();$180.27;2/8/2023
Wine - Lou Black Shiraz #(6395287628973698);$123.79;1/4/2023
Turnip - Mini #(3587997518229127);$114.82;11/27/2022
Spice - Greek 1 Step #(3562208122780656);$120.17;12/3/2022
;$32.11;12/29/2022
Plastic Arrow Stir Stick #(3543998180910252);$194.69;1/28/2023
Schnappes - Peach, Walkers #(201918991942582);$142.98;3/8/2023
Vermouth - Sweet, Cinzano #(3583844134651991);$149.61;2/12/2023
